series_id,series_name,source_name,country_id,country_name,region,income_group,year,value
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2004,15161.609869
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2005,16309.67916
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2006,17250.775873
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2007,17901.479449
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2008,17836.800899
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2009,16783.441117
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2010,17959.256347
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2011,19660.887149
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2012,20282.021958
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2013,21650.751329
6012,"GDP per capita, PPP (constant 2011 international $)","World Bank, World Development Indicators (WDI)",792,Turkey,Europe and Eurasia,Upper Middle Income Country (World Bank Classification),2014,22401.870878
